Id_company,Company Name,Id_company,Address,Website ,Email ,Phone ,MST ,Establish year,Size ,Key customers ,Key Product ,Notes 
d98wm36k,THEGIOIMAY.VN,d98wm36k,"96-98 Đường 5A, Phường Bình Hưng Hòa A, Quận Bình Tân, Tp. Hồ Chí Minh",https://thegioimay.vn/,phanquochung@gmail.com,0988 39 77 33,,,,,,
c39sr57x,Flycam Giá Rẻ,c39sr57x,110/4 Trung Kính - Cầu Giấy - Hà Nội,https://flycamgiare.vn/,Flycamgiare.vn@gmail.com,0962.212.606,,,,,,
n76ua21g,AGRAS VIỆT NAM,n76ua21g,"14 Trần Hưng Đạo, Q. Hoàn Kiếm, Hà Nội",https://agras.vn/,contact@agras.vn,08.6886.5558,0109127036,,,,,
n71ln41n,TRUNG TÂM ĐẲNG CẤP DIGITAL,n71ln41n,"24 Rạch Bùng Binh, P10, Q.3, HCM",https://dangcapdigital.vn/,dangcapdigital.vn@gmail.com,090 799 8837,,,,,,
e76xh88u,Linh Kiện RC,e76xh88u,Số 3 Ngách 334 Ngõ 192 Lê Trọng Tấn - Khương Mai - Thanh Xuân - Hà Nội,https://linhkienrc.com/,linhkienrc@gmail.com,096 181 0116,,,,,,
t72wv82z,Công Ty Cổ Phần GeoTech Global,t72wv82z,"Thôn Bỗng Phồn, xã Vĩnh Hòa, huyện Vĩnh Lộc, tỉnh Thanh Hóa, Việt Nam",https://geotech.vn,Geotech.global.jsc@gmail.com,0344.653.789,2802966666,,,,,
f72oy63p,Mood FPV Việt Nam,f72oy63p,"Số 16 Phố Đê Tô Hoàng - Bạch Mai, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",https://moodfpv.com/,moodfpv@gmail.com,03 958 37 958,,,,,,
c23vs70d,CÔNG TY TNHH KỸ THUẬT CÔNG NGHIỆP SAO VIỆT,c23vs70d,"Số nhà 5/13/51/151 Nguyễn Đức Cảnh, P.Tương Mai, Q.Hoàng Mai, TP.Hà Nội",https://haitech.vn/,saoviet.intec@gmail.com,024.85858429 - 090.226.70.50,,,,,,
h18ik86z,VIETDRONE,h18ik86z,"Căn nhà số 12, Đường D3 Khu Dân Cư Mega Ruby, Tổ 9 Khu phố 2, Đường Phú Hữu, Thành phố Thủ Đức",https://www.vietdrone.vn/,admin@vietdrone.vn,0978 357 681,,,,,,
z90qm45m,Vua Mô Hình,z90qm45m,"Số 7/1 hẻm 7 đường số 44, P.14, Q. Gò Vấp",https://vuamohinh.com/,VuaMoHinh@gmail.com,0912.707.292,,,,,,
h20tw74x,Đại Lý Đồ Chơi,h20tw74x,"36 Trần Thủ Độ, Phú Thạnh, Tân Phú, Hồ Chí Minh",https://dailydochoi.com/,dochoidaily@gmail.com,0965233892 - 0834999399,,,,,,
u30pf70l,Công ty TNHH Đồ Sáng Tạo,u30pf70l,"434 Nguyễn Văn Công, P3, Gò Vấp, HCM",https://www.dosangtao.vn/,dosangtao@gmail.com,0907.560.678,,,,,,
o34oq95a,Trường An Equipment,o34oq95a,"25/49/3 P.Sơn Kỳ, Q.Tân Phú, Thành phố Hồ Chí Minh.",https://tae.vn/,contact@tae.vn,0833 811 811,,,,,,
z39jv57e,Công ty cổ phần Linh Kiện Việt Nam,z39jv57e,Số 64 phố Hoàng Sâm - Cầu Giấy - Hà Nội,https://linhkienvietnam.vn/,sale@linhkienvn.com,0933.000.266,,,,,,
m96lk70d,JOLA ,m96lk70d,"120 Trần Minh Quyền, P.11, Q.10, TP.HCM",https://jola.vn/,sale.jola.vn@gmail.com,0906 997 704,,,,,,
d57rf53q,Công ty cổ phần Chima Việt Nam,d57rf53q,"Tầng 12, Tháp C, Toà nhà Hồ Gươm Plaza - 102 Trần Phú - Quận Hà Đông - TP Hà Nội - Việt Nam;",https://chima.vn/,Support@chima.vn,0974855368 - 0768165777,,,,,,
s79dx60p,Shop linh kiện điện tử Thủ Đức,s79dx60p,"23/5/14 Đường TA16, Phường Thới An, Q.12",https://linhkiendientuthuduc.com/,anhtaispk@gmail.com,0961.811.107,,,,,,
z90ze61r,CÔNG TY TNHH NGÂN ANH PHÁT,z90ze61r,"D3, KP3, Phường Tam Hòa, TP.Biên Hòa - Đồng Nai",www.ngananhphat.com,"info@ngananhphat.com, sales@ngananhphat.com",(+84) 2513 857 563,,,,,,
r70pw38r,CÔNG TY CỔ PHẦN KHOA HỌC SÁNG TẠO ROBOTICS,r70pw38r,"121 Bùi Xương Trạch, phường Khương Đình, Thanh Xuân, Hà Nội.",https://robocon.vn/,dienturobocon@gmail.com,0931.118.199,,,,,,
q88ae53q,"CÔNG TY TNHH ENGITECH (ENGITECH CO., LTD)",q88ae53q,"12/1 Đường 5D, P. Bình Hưng Hòa A, Q. Bình Tân, TPHCM",https://shop.thuviencokhi.com/,sales@engitech.vn,0938.117.931 – 0938.356.533,,,,,,
s22yo47x,CÔNG TY CỔ PHẦN NHÔM NGỌC DIỆP,s22yo47x,360 Điện Biên Phủ - Bình Thạnh – TP. Hồ Chí Minh,https://nhomdinostar.vn/,,028. 3514. 4769,,,,,,
q67fo87s,CÔNG TY CỔ PHẦN NHÔM HYUNDAI VIỆT NAM,q67fo87s,"Lô CN 3.1, KCN Phú Nghĩa – Chương Mỹ- Hà Nội",https://nhamaynhomhyundai.vn/,nhamaynhomhyundaivn@gmail.com,0929.322.355,,,,,,
i62yb54o,CÔNG TY TNHH NHÔM ĐÔNG Á,i62yb54o,"Cụm CN Tân Dân, TP Chí Linh, Tỉnh Hải Dương",https://nhomdonga.vn,sales@nhomdonga.vn,0084-220.359.2956,,,,,,
n11hu48w,CÔNG TY TNHH TUNGYANG,n11hu48w,"Xã Cẩm Phúc, Huyện Cẩm Giàng, Tỉnh Hải Dương, Việt Nam",https://tungyang.com.vn/,tungyang@ricco.com.vn,02203630888 - 0912022433,,,,,,
h64uj46o,Công ty TNHH Công nghiệp Tungshin,h64uj46o,"Số 8, đường 18, Khu Công nghiệp Sóng Thần 2, Bình Dương, Việt Nam.",https://www.tungshinaluminum.com/home.php,tungshin@tungshinaluminum.com,(84 - 0274) 3790 889,,,,,,
a94qk22t,CÔNG TY CỔ PHẦN NHÔM VIỆT PHÁP,a94qk22t,Lô A2 – CN8 – KCN Từ Liêm – TP Hà Nội,https://nhomvietphap.com/,info@nhomvietphap.com,024 3780 5194,,,,,,
x57fp28j,CÔNG TY CỔ PHẦN TỔ HỢP CÔNG NGHIỆP XÂY DỰNG NAM HẢI,x57fp28j,"Số 01-9A, Khu đô thị Vĩnh Hoàng, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",https://namhai.com.vn/gioi-thieu/,info@namhai.com.vn,0246.2843.697,,,,,,
z39nt11c,CÔNG TY TNHH SẢN XUẤT NHÔM TRƯỜNG THÀNH,z39nt11c,"Lô H23 - H28, đường N1, KCN Nam Thuận, Đức Hòa, Long An",https://nhomtruongthanh.vn/,cskh@nhomtruongthanh.vn,0243.868.5555 – 08.1212.0099,,,,,,
t89ph14r,CÔNG TY CỔ PHẦN NHÔM ĐÔ THÀNH,t89ph14r,Khu công nghiệp vừa và nhỏ Phú Thị - Gia Lâm - Hà Nội,https://grando.vn/,info@grando.vn ,024 3678 5445,,,,,,
q61pj92r,CÔNG TY TNHH LONG VÂN NTV,q61pj92r,"76 Đại lộ Bình Dương, Phường Lái Thiêu, Thành phố Thuận An, Tỉnh Bình Dương, Việt Nam",https://longvan.com.vn/,loval@hcm.vnn.vn ,(84) 274 375 8593,,,,,,
p75hk38h,Công Ty Cổ Phần Oristar,p75hk38h,"Tầng 9, Toà Nhà Detech, Số 8, Tôn Thất Thuyết, P. Mỹ Đình 2, Q. Nam Từ Liêm, Hà Nội.",www.oristar.vn,Info@oristar.vn,096 815 8496,,,,,,
b57oq96c,Công Ty TNHH Kim Khí Hoàng Ngọc,b57oq96c,"Tổ dân phố Như Thiết, P. Hồng Thái, TX. Việt Yên, Bắc Giang",www.kimkhihoangngoc.com,hoangngocmetal@gmail.com,0976 630 666,,,,,,
u74vx54z,Công Ty TNHH Xuất Nhập Khẩu Dịch Vụ Thương Mại Hang Xin,u74vx54z,"28/8B Ấp Thới Tây 1, X. Tân Hiệp, H. Hóc Môn, TP. Hồ Chí Minh",www.hangxinalu.com,hangxin88@gmail.com,0903 326 048,,,,,,
a20fk34v,Công Ty TNHH Xây Dựng Cơ Khí Và Thương Mại T&T,a20fk34v,"Thôn 5, Thượng Vỹ, Xã Nhân Chính, Huyện Lý Nhân, Hà Nam",www.kimloaimautvt.com,nhuthien888@gmail.com,0969 190 588,,,,,,
r75no44s,Công Ty TNHH Đông Dương Aluminium,r75no44s,"Thôn Mẫn Xá, Xã Văn Môn, Huyện Yên Phong, Bắc Ninh",www.dongduongalu.bizz.vn,phuctienman@gmail.com,0988 356 898,,,,,,
t10al69p,Công Ty TNHH Dongdopro,t10al69p,"Số 23A/109 Trường Chinh, P. Phương Liệt, Q. Thanh Xuân, Hà Nội",www.dongdopro.com,hongduong@dongdopro.com,0977 220 000,,,,,,
l72zm64y,Công Ty TNHH Garmco Metals Việt Nam,l72zm64y,"Lô 1-1&2 Đường N3-2, KCN Long Đức, X. Long Đức, H. Long Thành, Đồng Nai",www.garmco.com,luudung.nguyen@garmco.com,0931 339 566 ,,,,,,
l15so63e,Công Ty TNHH Nhôm Bảo Khôi,l15so63e,"KCN Hoàng Gia, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An",www.kimloaibaokhoi.com,sales.baokhoi@gmail.com,090 185 1169,,,,,,
a11tr14r,Công Ty TNHH Một Thành Viên Kha Hưng,a11tr14r,"47/10-12 Hà Tôn Quyền, P. 15, Q. 5, TP. Hồ Chí Minh",www.dongthaunhomkhahung.com,ctytnhhmtvkhahung@gmail.com,0908 311 676,,,,,,
o62vn60u,Công Ty TNHH Kim Loại Màu Hà Nội,o62vn60u,"Số 20, Lô 2A, Khu Đô Thị Mới Trung Yên, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",www.kimloaimau.com,ctykimloaimauhn@gmail.com,0888 588 288 ,,,,,,
v72on63d,Công Ty Cổ Phần Aluminum Hàn Việt,v72on63d,"Lô CN7, KCN Điềm Thụy, P. Hồng Tiến. TP. Phổ Yên, Thái Nguyên",www.aluminumhanviet.com.vn,alhanviet@gmail.com,0968 907 669,,,,,,
b55gy27t,Công Ty TNHH Tái Chế Xanh Việt Nam,b55gy27t,"Lô 6,7,8 Bình Than, Khu Bồ Sơn 3, P. Võ Cường, TP. Bắc Ninh, Bắc Ninh",www.grvmetal.com,infor@grvmetal.com,0905 786 996,,,,,,
b87ex10c,Công Ty Cổ Phần Kim Loại Toàn Cầu,b87ex10c,"118 An Phú Đông 03, Khu Phố 5, Phường An Phú Đông, Quận 12, TP. Hồ Chí Minh",www.kimloaitoancau.com,kimloaitoancau@gmail.com,(028) 22295000,,,,,,
t30ys12z,Nhà Máy Nhôm Việt Pháp,t30ys12z,"Lô KT, KCN Phúc Sơn, Đường Trần Nhân Tông, P. Ninh Sơn, TP. Ninh Bình, Ninh Bình",www.vietphapshal.com.vn,sales@vietphapshal.com.vn,0988 899 691,,,,,,
y86su46m,Công Ty TNHH Nhôm Minh Dũng,y86su46m,"Thửa Đất Số 11, Tờ Bản Đồ 50, Cụm CN Dốc Sặt, P. Trang Hạ, TX. Từ Sơn, Bắc Ninh",www.nhomminhdung.vn,minhdung.ltd.vn@gmail.com,0853 555 888,,,,,,
s88gr18g,Công Ty TNHH Almine Việt Nam,s88gr18g,"KCN Lương Sơn, Xã Hòa Sơn, Huyện Lương Sơn, Hòa Bình",www.almine-v.com,sales-operation@almine-v.com,(0218) 3871 700 ,,,,,,
x27fp67n,Công Ty TNHH Xuất Nhập Khẩu Thương Mại An Phát Gia,x27fp67n,"398B Mã Lò, KP. 10, P. Bình Hưng Hòa A, Q. Bình Tân, TP. Hồ Chí Minh",www.anphatgia.com ,ctyanphatgia@gmail.com,0779 733 156,,,,,,
o75ro23n,Công Ty TNHH Thương Mại & Kỹ Thuật Quốc Phát,o75ro23n,"50/11/15 Đường 79, P. Phước Long B, TP. Thủ Đức, TP. Hồ Chí Minh (TPHCM)",www.kimloaiinox.com,account@quocphat.com,093 1452 769,,,,,,
l88ne80i,Công Ty TNHH Thương Mại Đầu Tư Phát Triển Nhôm Châu Âu,l88ne80i,"Số 289 Tổ Dân Phố Bình Minh, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",www.nhomdinhhinhca.com,tandungpp@gmail.com,964728822,,,,,,
f19pv63k,Công Ty TNHH MTV TM DV Minh Phát Steel,f19pv63k,"96/51/22 Trương Văn Vĩnh, P. Tân Bình, TP. Dĩ An, Bình Dương",www.minhphatsteel.com,minhphatsteel68@gmail.com,0974 812 832,,,,,,
y85ah18b,Công Ty Cổ Phần Banhay,y85ah18b,"Số 303 Vĩnh Hưng, Q. Hoàng Mai, Hà Nội", www.kimloaimau.banhay.vn,info@banhay.com,0981 611 919 ,,,,,,
q60wl86f,Công Ty Cổ Phần Tập Đoàn Ngọc Thiên Global,q60wl86f,"T07-OF-07 Tầng 2, Tòa Nhà T7 Time City, 458 Minh Khai, P. Vĩnh Tuy, Q. Hai Bà Trưng, Hà Nội",www.ngocthienglobaljsc.com,trinhphanthien.group@gmail.com,0972 526 676,,,,,,
l51yg27o,Chi Nhánh Công Ty TNHH Xuất Nhập Khẩu Dịch Vụ Thương Mại Hang Xin,l51yg27o,"Thôn Vũ Hạ, Xã An Vũ, Huyện Quỳnh Phụ, Thái Bình",www.hangxinalu.com,hangxin88@gmail.com,0903 613 688,,,,,,
x71sq90w,Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ Nghi Quân,x71sq90w,"Số 158 Văn Thân, P. 8, Q. 6, TP. Hồ Chí Minh",www.nghiquan.com,nghiquan2009@gmail.com,(028) 3967 1502 ,,,,,,
c67am98v,Công Ty Cổ Phần Top American Việt Nam,c67am98v,"Lô G-4B-CN, KCN Mỹ Phước 2, TX. Bến Cát, Bình Dương",www.tac-industry.com,info@tac-industry.com,0933 178 272,,,,,,
j68wo13d,Công ty cổ phần SCG Việt Nam,j68wo13d,"Số 3 ngõ 342/29 đường Hồ Tùng Mậu, P.Phú Diễn, Q.Bắc Từ Liêm, TP.Hà Nội, Việt Nam",vinascg.com,scg.vietnamjsc@gmail.com,84937577666,108030419,,,,,
a25dz78w,Công  TNHH Công Nghệ Dalian Shungji,a25dz78w,"Tầng 45, Tian' một Tòa nhà Quốc tế, 88 Đường Trung Sơn, Quận Trung Sơn, Đại Liên",https://vn.shj-carbon.com/,baikun@shungji.com,-82311517,,,,,,
r39ot34i,CÔNG TY CỔ PHẦN KỸ THUẬT XÂY DỰNG BÁCH KHOA,r39ot34i,"177 Đường Tân Sơn, Phường 15, Quận Tân Bình, TP.HCM",https://bachkhoaec.com/gioi-thieu,bachkhoaec@gmail.com,0964 06 99 44,316837764,,,,,
r33ze56d,CÔNG TY TNHH NHẬT ĐÌNH,r33ze56d,181 Đường Cầu Diễn – Hà Nội,www.vatlieucomposite.com,,974128860,108600820,,,,,
e18xd88o,CÔNG TY TNHH MTV HOÀI TÍN,e18xd88o,"B01.04 Saigon Gateway, 702 XL Hà Nội, Hiệp Phú, Tp. Thủ Đức, Tp. Hồ Chí Minh",www.hoaitin.com,dennyour@gmail.com,(028) 3722.5881,,,,,,
u77rh51o,CÔNG TY TNHH TM & DV USS VIỆT NAM,u77rh51o,"HCM: 1177 Huỳnh Tấn Phát, Quận 7, TP Hồ Chí Minh",https://chongtham.info.vn/,ussvietnam99@gmail.com,906191027,107312259,,,,,
h61lk13p,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ PCM,h61lk13p,"Tầng 7, Số 60 Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",https://pcmtech.vn/product-category/soi-carbon/,pcm@pcmtech.vn,931876066,316546814,,,,,
e84el35c,Công ty TNHH công nghệ vật liệu Composite Thành Thắng ,e84el35c,"384 Phạm Văn Đồng, tổ dân phố Lợi Thịnh, Phường Cam Lợi, Thành phố Cam Ranh, Tỉnh Khánh Hòa",www.compositethanhthang.com,thanhthang@tatechco.com,025 83953499,4200596926,38488,51-100,,,
h46qg69b,Công Ty TNHH SX TM DV Kỹ Thuật Gia Lâm COMPOSITE,h46qg69b,"55/18 Đường Huỳnh Thị Hai, Khu Phố 9, Phường Tân Chánh Hiệp, Quận 12, TP. Hồ Chí Minh",www.gialamcomposite.com,Gialamfrp@gmail.com,0912540505,0315236859,2021,,"Khách hàng lớn, vừa, nhà máy, xưởng, công ty sản xuất,..",,
z46bd35q,Công Ty TNHH Sản Xuất Thương Mại Nhựa Anh Khải,z46bd35q,"182/8 Ấp Tân Thới 3, X. Tân Hiệp, H. Hóc Môn",www.anhkhaicomposite.com,anhkhai.frp@gmail.com,0908 789 089 - (028) 36360168,0304954978,2007,,"Nhà máy xí nghiệp, đơn vị thi công xây dựng, nhà máy sản xuất, công ty môi trường,..",,
y61nw66d,Công ty TNHH Thương mại và Dịch vụ Tân Trường Thịnh,y61nw66d,"Số 23, Phố Thanh Lân, P. Thanh Trì, Q. Hoàng Mai, Tp. Hà Nội",https://tantruongthinh.vn/,tantruongthinh2009@gmail.com,0904 375 624,0104352983,40177,,,,
c66no45o,Công Ty TNHH Thương Mại Kiên Phi,c66no45o,"496/2 Đường Hậu Giang, Phường 12, Quận 6, TP. Hồ Chí Minh",kienphi.com.vn,Sales@kienphi.com,0362 005 002,0318170099,45247,,,,
k65mb82a,Công Ty TNHH Một Thành Viên Sản Xuất Và Công Nghệ Toàn Hùng Phát,k65mb82a,"17 Huỳnh Mẫn Đạt, Phường Hòa Cường Bắc, Quận Hải Châu, Tp. Đà Nẵng", www.thpcomposite.com.vn,toanhungphatcompany@gmail.com,0903 565 808 ,0401553964,2013,51-100,"Doanh nghiệp mua số lượng lớn, công ty, tập đoàn, nhà máy,..",,
x60ao53r,Công Ty TNHH Sản Xuất Thương Mại Và Dịch Vụ Hợp Long Thành,x60ao53r,"Tổ 9, Khối Phố Đà Sơn, P. Hòa Khánh Nam, Q. Liên Chiểu, Tp. Đà Nẵng",www.compositehoplongthanh.com.vn,congtyhoplongthanh@gmail.com,(0236) 2680848,0401354398,2010,11-50,,,
r98ox43l,Công Ty TNHH Composite Thuận Phước,r98ox43l,"102 Đặng Văn Bi, P. Bình Thọ, TP. Thủ Đức, TP. Hồ Chí Minh",www.compositethuanphuoc.com,compositethuanphuoc@gmail.com,0845313239,0316757420,2021,,"Công ty, doanh nghiệp nội thất, đại lý phân phối, nhà mua lớn,..",,
e95wy51e,Công Ty TNHH Sản Xuất & Thương Mại Vĩ Đức,e95wy51e,"348 Ấp Bình Hữu 1, X. Đức Hòa Thượng, H. Đức Hòa, Long An",www.viduccomposite.bizz.vn,viduc_composite@yahoo.com.vn,"(0272) 3850946, 0908 400 188",1100685849,2000,11-50,,,
f66wf54z,Công Ty Cổ Phần Vật Liệu Mới MG Việt Nam,f66wf54z,"Lô 30 BT4 - 3, KĐT Vinaconex 3, Trung Văn, Quận Nam Từ Liêm, Hà Nội",www.mgcomposite.com,mgjsc.sale@gmail.com,(024) 32007654,0107676150,2016,11-50,,,
r19id15x,Công Ty TNHH Phát Triển Công Nghệ Polyme Hoàng Linh,r19id15x,"Số Nhà 21, Tổ 20, Phường Thượng Thanh, Quận Long Biên, Hà Nội",www.compositehoanglinh.vn,polymehoanglinh@gmail.com,"0988775480, 0989887580",0104963118,2010,,,,
n71zz54j,Công Ty Cổ Phần Đầu Tư Công Nghiệp Và Thương Mại A&A,n71zz54j,"Số 2A/33, Quốc Lộ 5 Mới, An Trì 2, P. Hùng Vương, Q. Hồng Bàng, Tp. Hải Phòng",www.ana-jsc.com,sales@ana-jsc.com,(0225) 7301789 ,0200870836,2009,11-50,,,
q94aq85s,Công Ty Cổ Phần Nhựa Mai Anh Quân DNA,q94aq85s,"Lô D1, Đường Số 10, KCN Hòa Khánh, P. Hoà Khánh Bắc, Q. Liên Chiểu, Tp. Đà Nẵng",www.seedoplastic.com,seedoplastic@gmail.com," 0905656525, 0905400906",0401659008,2015,,Customer with large order,,
v22jq55t,Công Ty Cổ Phần Thương Mại Và Sản Xuất FRP Việt Nam,v22jq55t,"P. 1707, Nhà 17T10, Nguyễn Thị Định, P. Trung Hòa, Q. Cầu Giấy, Hà Nội",www.frpvina.com,maivansu.frp@gmail.com,"0913.512.563, 0989.885.836",0107963638,,,,,
w61ht28n,Công Ty TNHH Thương Mại Sản Xuất Dịch Vụ Hiệp Phát Composite,w61ht28n,"362/54/1A Nguyễn Ái Quốc, KP. 10, P. Hố Nai, TP. Biên Hòa, Đồng Nai",www.compositehiepphat.com,sales@compositehiepphat.com,(0251) 3888147 ,3603364002,2014,51-100,,,
